NodeIndex,GeneSymbol,PAD
1388,UBN2,0
1389,NPHP4,0
1390,CTSS,0
1391,FCGR2B,0
1392,STK38L,0
1393,HSPA1A,0
1394,MEN1,0
1395,LSM11,0
1396,COMMD3-BMI1,0
1397,DNAH5,0
1398,TIMM23,0
1399,UBXN7,0
1400,EXOC5,0
1401,PRKAR2A,0
1402,ATP6V1G2,0
1403,CMAS,0
1404,BOK,0
1405,HTN1,0
1406,SNRPD2,0
1407,COA4,0
1408,EIF3CL,0
1409,AAAS,0
1410,SYT10,0
1411,PCDHB14,0
1412,POR,0
1413,NOTCH2,1
1414,STX10,0
1415,MEIS1,0
1416,GDF6,0
1417,STK25,0
1418,ZIC1,0
1419,YEATS4,0
1420,ANO1,0
1421,DDT,0
1422,SLC6A19,0
1423,SYTL4,0
1424,CUL2,0
1425,NFKBIA,0
1426,MDC1,0
1427,SRSF8,0
1428,H3-3B,0
1429,DNAJA2,0
1430,N4BP2,0
1431,ERO1B,0
1432,KLF2,0
1433,CHERP,0
1434,VPS33B,0
1435,ICA1,0
1436,KIF21A,0
1437,MCM9,0
1438,CPA2,0
1439,POLL,0
1440,ACSM3,0
1441,UGT1A9,0
1442,PEX5,0
1443,MYH3,0
1444,TCEANC2,0
1445,RAD54B,0
1446,ADM,0
1447,MRPL47,0
1448,ZNF143,0
1449,UGT1A8,0
1450,CATSPER1,0
1451,MRPL32,0
1452,HAUS7,0
1453,FLI1,0
1454,GIP,0
1455,PAH,0
1456,IL13RA2,0
1457,FKTN,0
1458,BCL7A,0
1459,MAP2K4,0
1460,XCL1,0
1461,CABIN1,0
1462,MRPL33,0
1463,DCTN2,0
1464,GFAP,0
1465,DNAJB4,0
1466,TCP11L1,0
1467,PFKM,0
1468,ACOX3,0
1469,NPC1,0
1470,SPTLC3,0
1471,H3C7,0
1472,SLC2A2,0
1473,NUF2,0
1474,LRRTM2,0
1475,MARS1,0
1476,MUCL1,0
1477,PDX1,0
1478,RECQL4,0
1479,MTIF3,0
1480,RLN2,0
1481,KLK3,0
1482,SLC25A18,0
1483,CACNA2D4,0
1484,AGO1,0
1485,GMFG,0
1486,GBA,0
1487,SEC24B,0
1488,MAL2,0
1489,MTRF1,0
1490,ROM1,0
1491,AK7,0
1492,KCNE1,0
1493,ARG1,0
1494,REXO5,0
1495,QKI,0
1496,APOA2,0
1497,TGFB2,1
1498,CASP8,0
1499,PRPF3,0
1500,NSUN2,0
1501,SSU72P7,0
1502,CELSR2,0
1503,KIR3DL1,0
1504,ROPN1,0
1505,FGF19,0
1506,HNRNPUL1,0
1507,NF1,0
1508,ZFY,0
1509,CISD2,0
1510,FILIP1,0
1511,DIP2B,0
1512,BDKRB2,0
1513,CELA2B,0
1514,CDHR2,0
1515,EBF1,0
1516,UBE2V2,0
1517,POLI,0
1518,SNW1,0
1519,TAS2R1,0
1520,BIVM-ERCC5,0
1521,LCTL,0
1522,PCBD1,0
1523,PLXNA4,0
1524,PTDSS1,0
1525,FAM107B,0
1526,GRK2,0
1527,USP48,0
1528,FBXL7,0
1529,CNOT6L,0
1530,MCMBP,0
1531,TRIB2,0
1532,INSL3,0
1533,EIF3D,0
1534,GAGE12J,0
1535,MAP3K14,0
1536,ENSP00000492798,0
1537,RPP14,0
1538,PSMB5,0
1539,CDC23,0
1540,RPGR,0
1541,GAST,0
1542,IFIT5,0
1543,SGTA,0
1544,BMX,0
1545,SEMG1,0
1546,AGFG1,0
1547,MC3R,0
1548,RABEPK,0
1549,MAF,0
1550,NDUFC2-KCTD14,0
1551,MCIDAS,0
1552,TNFSF8,0
1553,RAB14,0
1554,IRF2BP1,0
1555,MARK3,0
1556,RAMP1,0
1557,AP3B2,0
1558,IL6R,0
1559,SAG,0
1560,OSM,0
1561,KLF1,0
1562,HACD3,0
1563,TAS2R8,0
1564,TIMP1,0
1565,TNNI2,0
1566,WDFY3,0
1567,PIP4K2A,0
1568,ZNF205,0
1569,TRAF2,0
1570,DDB1,0
1571,PTH1R,0
1572,SSPN,0
1573,RGS21,0
1574,RPL36AL,0
1575,RMDN3,0
1576,TTLL12,0
1577,SSRP1,0
1578,ZNF692,0
1579,TOMM7,0
1580,PRPF4B,0
1581,GPRC5D,0
1582,KAT2B,0
1583,RPS19,0
1584,SH2D4A,0
1585,DDX52,0
1586,SAA4,0
1587,SEC22C,0
1588,SEL1L,0
1589,CDC42EP4,0
1590,IFI16,0
1591,GSDME,0
1592,GZMA,0
1593,NCAPG2,0
1594,BTBD7,0
1595,DTWD1,0
1596,LAMTOR2,0
1597,SETD7,0
1598,GTF2F1,0
1599,PCYT1B,0
1600,ZBTB16,0
1601,CSF3,0
1602,RGS9,0
1603,CHKA,0
1604,HGF,1
1605,POLD4,0
1606,GNA11,0
1607,GOLT1B,0
1608,C2orf49,0
1609,TOP3A,0
1610,EBI3,0
1611,GPAT4,0
1612,PPP1R1A,0
1613,CTNNB1,0
1614,PDHB,0
1615,IFT46,0
1616,ALAS2,0
1617,SPP1,0
1618,CLK1,0
1619,EXOSC4,0
1620,CEP192,0
1621,VANGL2,0
1622,PNLIP,0
1623,IDH2,0
1624,EPPIN,0
1625,FLT3LG,0
1626,STRIP2,0
1627,ZW10,0
1628,EIF3L,0
1629,ASB17,0
1630,PI4K2A,0
1631,TNFAIP3,0
1632,FBXO9,0
1633,H3C1,0
1634,MRPS33,0
1635,PLK1,0
1636,VPS45,0
1637,CNN1,0
1638,YAE1,0
1639,CUX1,0
1640,PSMG2,0
1641,PSMA8,0
1642,KDM2B,0
1643,IBSP,0
1644,ADAMTS3,0
1645,CPEB2,0
1646,TP63,0
1647,SIRT4,0
1648,ACOT8,0
1649,C1orf109,0
1650,XRN1,0
1651,COP1,0
1652,SDHA,0
1653,C1orf189,0
1654,GMPPB,0
1655,IRS2,0
1656,LUC7L2,0
1657,PRRX1,0
1658,NANOS2,0
1659,GRPEL1,0
1660,UBR5,0
1661,DMC1,0
1662,FLCN,0
1663,BRIX1,0
1664,NRXN2,0
1665,PRAMEF14,0
1666,TRAPPC2,0
1667,YIPF6,0
1668,MYH9,0
1669,EPS8,0
1670,IL1B,0
1671,FAM8A1,0
1672,CAV1,0
1673,IL33,0
1674,RALGAPB,0
1675,PCTP,0
1676,FGFR3,0
1677,FGF16,0
1678,EPHA6,0
1679,PIPOX,0
1680,SKAP1,0
1681,TKT,0
1682,WNT11,0
1683,CYP4A22,0
1684,CCNT2,0
1685,CCL21,0
1686,EHMT1,0
1687,APOC4,0
1688,UTS2B,0
1689,NSD2,0
1690,NID1,0
1691,SESN2,0
1692,GNS,0
1693,DAPP1,0
1694,RBBP4,0
1695,HPD,0
1696,COL4A3,0
1697,CYP2U1,0
1698,TNFRSF18,0
1699,PTPN23,0
1700,CBFB,0
1701,KCTD10,0
1702,CPEB3,0
1703,C9orf72,0
1704,FTCDNL1,0
1705,SELENOP,0
1706,FSCN1,0
1707,UVRAG,0
1708,DBH,0
1709,ENO1,0
1710,DACT1,0
1711,KAT2A,0
1712,BAG5,0
1713,CFAP52,0
1714,MAP3K5,0
1715,WDR17,0
1716,KRIT1,0
1717,ARMC8,0
1718,PRKAB2,0
1719,SLU7,0
1720,PPFIA1,0
1721,GAGE13,0
1722,HINT2,0
1723,C1orf131,0
1724,TMEM262,0
1725,SSR3,0
1726,MTFMT,0
1727,COG5,0
1728,MPP6,0
1729,RDH5,0
1730,CMA1,0
1731,GART,0
1732,ING3,0
1733,DDR2,0
1734,BRD8,0
1735,GINS1,0
1736,DOLPP1,0
1737,PRKAR1A,0
1738,TTC26,0
1739,MYL1,0
1740,PIGH,0
1741,LGALS1,0
1742,AUNIP,0
1743,TGFB3,1
1744,QARS1,0
1745,GRIK2,0
1746,DCHS1,0
1747,GAGE12F,0
1748,CDC6,0
1749,H2BC12,0
1750,ITGB1,0
1751,PLEKHM1,0
1752,TONSL,0
1753,RXFP2,0
1754,NME1-NME2,0
1755,TRMT11,0
1756,PRKCG,0
1757,RBM7,0
1758,DHX29,0
1759,UGT2B10,0
1760,AP4B1,0
1761,FAHD2B,0
1762,HOXA10,0
1763,KCNIP1,0
1764,DDIT4,0
1765,SUGCT,0
1766,MEI1,0
1767,LLPH,0
1768,FAM167A,0
1769,THOC3,0
1770,ZNF569,0
1771,RAC2,0
1772,ZC3HAV1,0
1773,LAT,0
1774,PLA2G12B,0
1775,LCA5,0
1776,FBXO45,0
1777,ISM2,0
1778,WDR6,0
1779,LIMA1,0
1780,BST1,0
1781,AARS2,0
1782,VAMP4,0
1783,APOL1,0
1784,TVP23C,0
1785,MCM2,0
1786,NUFIP2,0
1787,VIM,0
1788,ST3GAL2,0
1789,GSTT2B,0
1790,YWHAQ,0
1791,ASDURF,0
1792,SAMHD1,0
1793,ATP2B4,0
1794,ANGPTL1,0
1795,TPI1,0
1796,CDCA5,0
1797,NCK2,0
1798,NDUFV3,0
1799,TULP2,0
1800,HCST,0
1801,ITCH,0
1802,ACVR1,0
1803,MAPK8,0
1804,LAMP1,0
1805,H4-16,0
1806,NARS2,0
1807,CERKL,0
1808,BROX,0
1809,LDHC,0
1810,ENTPD4,0
1811,NEDD8,0
1812,SFRP4,0
1813,FTH1,0
1814,NAMPT,0
1815,FGD3,0
1816,EDEM2,0
1817,MC4R,0
1818,KIN,0
1819,MALL,0
1820,MLXIPL,0
1821,TLR9,0
1822,INPP4B,0
1823,ASPM,0
1824,ZNF763,0
1825,CEBPZ,0
1826,NSD3,0
1827,PACRG,0
1828,LHFPL5,0
1829,ETV6,0
1830,XPOT,0
1831,EP300,0
1832,HOXC6,0
1833,CADM4,0
1834,RPS19BP1,0
1835,FIZ1,0
1836,IFNB1,0
1837,UQCRC1,0
1838,CAPZB,0
1839,MYH7,0
1840,CD1B,0
1841,RAD9B,0
1842,HDAC7,0
1843,PALB2,0
1844,APOBEC3F,0
1845,KIAA1549,0
1846,FYTTD1,0
1847,OTOF,0
1848,MAZ,0
1849,RAPGEF1,0
1850,AK2,0
1851,SFTPA2,0
1852,MT-ATP6,0
1853,ACSF2,0
1854,HSD17B7,0
1855,NR3C2,0
1856,ISL1,0
1857,PNKP,0
1858,VENTX,0
1859,SULT1B1,0
1860,EXD2,0
1861,WASHC3,0
1862,COX10,0
1863,ELAC2,0
1864,DYNLL2,0
1865,COMP,0
1866,ERVW-1,0
1867,NRAP,0
1868,DNAH9,0
1869,FKBP2,0
1870,GDNF,0
1871,SF3B1,0
1872,DPY19L2,0
1873,NDUFA11,0
1874,MVK,0
1875,ARL10,0
1876,VAV1,0
1877,SLC10A7,0
1878,HAVCR2,0
1879,CA13,0
1880,PROM1,0
1881,GET1,0
1882,RRAGB,0
1883,PSMD14,0
1884,FBXO34,0
1885,VPS35L,0
1886,CDT1,0
1887,IL15,0
1888,ARHGAP31,0
1889,PHLDB2,0
1890,SH3KBP1,0
1891,ACTC1,0
1892,NIN,0
1893,URM1,0
1894,PIGR,0
1895,ABCA1,0
1896,ARG2,0
1897,CYSLTR1,0
1898,FAM168A,0
1899,POP7,0
1900,ADGRV1,0
1901,H3-3A,0
1902,YWHAH,0
1903,DNASE1,0
1904,MAN2A2,0
1905,ALKBH3,0
1906,CDCA8,0
1907,OSGEP,0
1908,PLA2G15,0
1909,AKT2,0
1910,FIS1,0
1911,FAM166C,0
1912,PGAM4,0
1913,USP13,0
1914,MS4A3,0
1915,CUL5,0
1916,RPP38,0
1917,VEGFB,1
1918,TTR,0
1919,SEC63,0
1920,SGCA,0
1921,GMPR,0
1922,YIPF2,0
1923,ACP1,0
1924,DCX,0
1925,CYTH2,0
1926,HSPA1B,0
1927,FDFT1,0
1928,EFNA3,0
1929,SNX20,0
1930,HMGN1,0
1931,KLC1,0
1932,NHEJ1,0
1933,NEIL3,0
1934,CHCHD4,0
1935,FYN,0
1936,TBC1D17,0
1937,PROK1,0
1938,MPP5,0
1939,ZNF106,0
1940,SDC1,0
1941,DHRS9,0
1942,SCARA3,0
1943,COL17A1,0
1944,LEPR,0
1945,BMP2,0
1946,MRPL49,0
1947,GNA15,0
1948,CCDC39,0
1949,DBI,0
1950,CAT,0
1951,CD200,0
1952,XRCC3,0
1953,MS4A1,0
1954,GOPC,0
1955,HDDC2,0
1956,NME5,0
1957,GRPEL2,0
1958,TMEM30A,0
1959,VPS37B,0
1960,MAPK8IP1,0
1961,CLU,0
1962,HINT3,0
1963,EIF4G2,0
1964,RNASEL,0
1965,PRRT1,0
1966,MMP24,0
1967,MMP21,0
1968,POMGNT1,0
1969,MYO1F,0
1970,TPR,0
1971,LCE3D,0
1972,G2E3,0
1973,SLC18A3,0
1974,MRPS17,0
1975,SHOC2,0
1976,SSU72,0
1977,CALCRL,0
1978,PCBP2,0
1979,RAN,0
1980,UTP14A,0
1981,NLGN1,0
1982,GRB10,0
1983,IDH3A,0
1984,CD8B,0
1985,NSD1,0
1986,CPSF4,0
1987,PDE10A,0
1988,DGCR2,0
1989,IST1,0
1990,GGA1,0
1991,TFAP2B,0
1992,SCUBE3,0
1993,GP5,0
1994,KCNJ1,0
1995,PRIM2,0
1996,CERK,0
1997,CALCB,0
1998,E2F4,0
1999,COPG1,0
2000,KRT33A,0
2001,UBE2S,0
2002,GSTO1,0
2003,NCOA6,0
2004,B3GALT6,0
2005,CYP2A6,0
2006,MAD2L1BP,0
2007,CHEK2,0
2008,PNPLA2,0
2009,TLE2,0
2010,MKLN1,0
2011,FLNA,0
2012,GSTM5,0
2013,AP1M2,0
2014,URB1,0
2015,TBX6,0
2016,OXSR1,0
2017,AOX1,0
2018,HTRA2,0
2019,FGL1,0
2020,STX4,0
2021,ZFAND1,0
2022,SFRP2,0
2023,DROSHA,0
2024,ATP5MF,0
2025,CCT4,0
2026,MUTYH,0
2027,LPAR2,0
2028,CASQ1,0
2029,CDCA3,0
2030,NUP153,0
2031,ITPR3,0
2032,SLX1B,0
2033,ARFIP2,0
2034,TOR1A,0
2035,VPS11,0
2036,AFG3L2,0
2037,MT-CO1,0
2038,MAFK,0
2039,UNC13D,0
2040,RUVBL1,0
2041,ZNF827,0
2042,EIF4E2,0
2043,KLHL9,0
2044,DNAAF3,0
2045,HLA-C,0
2046,FBXO27,0
2047,CCN3,0
2048,ENAH,0
2049,POLR2K,0
2050,GALNT2,0
2051,LYRM7,0
2052,KLHL25,0
2053,AP5Z1,0
2054,TRIP13,0
2055,LOC114841035,0
2056,DGKZ,0
2057,ACOT13,0
2058,PTPN11,0
2059,DDX41,0
2060,MAP1LC3B,0
2061,MCRS1,0
2062,ING4,0
2063,KCNJ14,0
2064,PTPRS,0
2065,GPAA1,0
2066,H2AC8,0
2067,CALCOCO2,0
2068,UBR3,0
2069,DDX20,0
2070,PDIA3,0
2071,VPREB3,0
2072,WDHD1,0
2073,UPRT,0
2074,PRM3,0
2075,PSME2,0
2076,VCL,0
2077,SH3TC2,0
2078,SLC1A2,0
2079,NAGLU,0
2080,GPATCH1,0
2081,CTRB1,0
2082,PAPPA2,0
2083,MTCH1,0
2084,SPATA7,0
2085,TFPI,0
2086,ADRB2,0
2087,WNT8A,0
2088,MFAP1,0
2089,SRSF12,0
2090,MBTPS1,0
2091,GMPS,0
2092,DUSP12,0
2093,RGS6,0
2094,CD8B2,0
2095,ZFP42,0
2096,EIF3E,0
2097,NDUFAF1,0
2098,NCOA5,0
2099,SLC51A,0
2100,PRKAG2,0
2101,GK2,0
2102,EPHA10,0
2103,KCNA5,0
2104,YTHDF1,0
2105,CALM1,0
2106,MYOD1,0
2107,WNT2B,0
2108,KCNJ6,0
2109,STAT4,0
2110,GSR,0
2111,HNRNPR,0
2112,ELOF1,0
2113,DHX16,0
2114,TFG,0
2115,KLHDC2,0
2116,GCN1,0
2117,LCN1,0
2118,PAAF1,0
2119,PANK3,0
2120,RPL11,0
2121,SUCLG2,0
2122,COLGALT2,0
2123,KCND1,0
2124,HOXC13,0
2125,KRT31,0
2126,NDUFB1,0
2127,GCK,0
2128,PPFIA2,0
2129,RXFP3,0
2130,HACD2,0
2131,TNNT3,0
2132,IL2RB,0
2133,LRP8,0
2134,MYBPHL,0
2135,DAPK1,0
2136,ANKRD40,0
2137,TEPSIN,0
2138,YIPF4,0
2139,MISP,0
2140,REEP6,0
2141,SCGB1A1,0
2142,PRDM14,0
2143,PROZ,0
2144,REV3L,0
2145,C6orf52,0
2146,ANAPC1,0
2147,PARD6B,0
2148,RACK1,0
2149,CHRM1,0
2150,YIF1B,0
2151,INSL4,0
2152,LIN54,0
2153,AGER,0
2154,DHFR2,0
2155,SUGP1,0
2156,AK6,0
2157,SLC35A2,0
2158,TM6SF2,0
2159,EXOSC10,0
2160,HMG20B,0
2161,SNRPB,0
2162,SIX4,0
2163,GAGE12D,0
2164,PDE3A,0
2165,PARVB,0
2166,PEF1,0
2167,CDH10,0
2168,ANAPC11,0
2169,FAAP20,0
2170,WASHC4,0
2171,CYP21A2,0
2172,CPSF3,0
2173,ACOX1,0
2174,PHKB,0
2175,CIRBP,0
2176,DNAJC19,0
2177,TRPV4,0
2178,EBP,0
2179,C12orf66,0
2180,CATSPERG,0
2181,YWHAB,0
2182,PDP2,0
2183,CA6,0
2184,GABBR2,0
2185,ADRA2A,0
2186,RPS4Y2,0
2187,SLC22A7,0
2188,LOC102723407,0
2189,INPP5F,0
2190,SPACA6,0
2191,H2BC4,0
2192,PYCR1,0
2193,USP28,0
2194,REPIN1,0
2195,PLA2G1B,0
2196,H4C14,0
2197,DUSP9,0
2198,GLYATL1,0
2199,BCO1,0
2200,CSNK2A1,0
2201,TAF11L14,0
2202,ATP1B1,0
2203,PACS1,0
2204,MAP3K3,0
2205,KCNE1B,0
2206,TCERG1L,0
2207,RUNX1,0
2208,COL21A1,0
2209,VAMP3,0
2210,ERO1A,0
2211,SDC2,0
2212,CNPY3,0
2213,GRHL3,0
2214,IL31,0
2215,NES,0
2216,FXYD2,0
2217,SH3PXD2A,0
2218,NECAP2,0
2219,YPEL5,0
2220,THRAP3,0
2221,GHR,0
2222,SCNM1,0
2223,CCNA2,0
2224,NCOR2,0
2225,RPS9,0
2226,RPS15,0
2227,RICTOR,0
2228,IMP4,0
2229,LMNA,1
2230,RAE1,0
2231,F9,0
2232,HBG2,0
2233,L1TD1,0
2234,TCAP,0
2235,UGCG,0
2236,VRK3,0
2237,CLCA2,0
2238,RYR1,0
2239,ANGPT2,0
2240,WDR5B,0
2241,PCDHB7,0
2242,RPS27A,0
2243,FERMT2,0
2244,REG1A,0
2245,TMEM97,0
2246,HEY2,1
2247,F8,0
2248,PLAUR,0
2249,GADD45B,0
2250,NADK2,0
2251,ATP6V1G1,0
2252,PPP2R5E,0
2253,ZC3H14,0
2254,OPA1,0
2255,ARFIP1,0
2256,EPX,0
2257,ISG15,0
2258,BCKDK,0
2259,AP3S1,0
2260,EXOC3,0
2261,SSBP4,0
2262,PLA2G4C,0
2263,COL8A1,0
2264,H1-0,0
2265,PPP5C,0
2266,RAB10,0
2267,IFI44,0
2268,RPE,0
2269,CRLS1,0
2270,SFTPD,0
2271,CMSS1,0
2272,MAPK9,0
2273,TOR1B,0
2274,CHD1L,0
2275,POLR2H,0
2276,H3C2,0
2277,SLC3A1,0
2278,KCNQ5,0
2279,SUN5,0
2280,TMIGD2,0
2281,RPL7,0
2282,NTRK1,0
2283,RRP1B,0
2284,PTX3,0
2285,STXBP6,0
2286,CPT1A,0
2287,RAD51D,0
2288,POLR2J2,0
2289,ACTA2,1
2290,GAL3ST2,0
2291,LZTFL1,0
2292,HMGN4,0
2293,IGF2BP1,0
2294,TINF2,0
2295,LONP1,0
2296,REST,0
2297,MPZL1,0
2298,ANKRD50,0
2299,CBX6,0
2300,ITSN2,0
2301,IL5RA,0
2302,VPS33A,0
2303,KCND3,0
2304,NTPCR,0
2305,HLA-DMA,0
2306,FAAH2,0
2307,ACAT1,0
2308,RALGAPA2,0
2309,TCL1A,0
2310,NXF2B,0
2311,SYNGR1,0
2312,ATP6V1E2,0
2313,HERC6,0
2314,POLR2D,0
2315,ATRX,0
2316,STK40,0
2317,DOLK,0
2318,CACTIN,0
2319,PPP2R5C,0
2320,MERTK,0
2321,STYK1,0
2322,POLDIP2,0
2323,DNAJB9,0
2324,PRODH,0
2325,PSMF1,0
2326,MAP3K11,0
2327,BTF3L4,0
2328,PNPLA5,0
2329,NEXMIF,0
2330,AP2A1,0
2331,POLR1D,0
2332,IL12RB1,0
2333,CKB,0
2334,VTN,0
2335,EIF6,0
2336,MYH11,1
2337,RLN1,0
2338,COA1,0
2339,PPA2,0
2340,POLK,0
2341,THRA,0
2342,SLC47A2,0
2343,SPARCL1,0
2344,FMNL3,0
2345,HTR2C,0
2346,FGB,1
2347,PPP1CC,0
2348,ATR,0
2349,STX3,0
2350,TIMM8B,0
2351,AP5S1,0
2352,CANT1,0
2353,SLC25A1,0
2354,CDK11B,0
2355,CA4,0
2356,IL31RA,0
2357,IFITM1,0
2358,NR3C1,0
2359,PCGF5,0
2360,IGF2R,0
2361,PARVG,0
2362,GCC1,0
2363,RAB11FIP1,0
2364,USP20,0
2365,QPCTL,0
2366,TECTB,0
2367,GAGE12C,0
2368,MMP23B,0
2369,H2BC14,0
2370,SYT1,0
2371,AMY2B,0
2372,SECISBP2,0
2373,CHTOP,0
2374,CCDC103,0
2375,SERPINF2,0
2376,KIF11,0
2377,MCM4,0
2378,TAF4,0
2379,ARHGEF11,0
2380,LLGL2,0
2381,EDN3,0
2382,MLEC,0
2383,HEBP1,0
2384,MAPT,0
2385,KRT6B,0
2386,MTA1,0
2387,RAB3GAP1,0
2388,KAT8,0
2389,CCNB3,0
2390,RPTOR,0
2391,SLC2A14,0
2392,ATP5MC2,0
2393,SUPT4H1,0
2394,VPS39,0
2395,TPM2,0
2396,RELN,0
2397,SPOP,0
2398,GUCA1A-2,0
2399,TFAP2D,0
2400,ARHGEF5,0
2401,H3C4,0
2402,PPP1R16B,0
2403,TMBIM4,0
2404,FANCA,0
2405,TIMM10,0
2406,SWSAP1,0
2407,EXOSC1,0
2408,VPS37A,0
2409,MYO1E,0
2410,PAFAH1B3,0
2411,EZR,0
2412,NFE2L3,0
2413,DAD1,0
2414,NACA-2,0
2415,MITF,0
2416,OGDHL,0
2417,PRAMEF20,0
2418,SDHAF1,0
2419,HSP90B1,0
2420,NUP62,0
2421,ATXN3L,0
2422,IRX3,0
2423,KPNA3,0
2424,CTNS,0
2425,EGR2,0
2426,ENSP00000497509,0
2427,TRIM32,0
2428,GPAT3,0
2429,ABCE1,0
2430,SSTR1,0
2431,CTNNA2,0
2432,TMED10,0
2433,AGO3,0
2434,FGF3,0
2435,ATG13,0
2436,DNAH3,0
2437,DONSON,0
2438,RPL27A,0
2439,MDH2,0
2440,SMKR1,0
2441,ACTR10,0
2442,DPM1,0
2443,TMED1,0
2444,FAF1,0
2445,PPIE,0
2446,HERPUD1,0
2447,ZFC3H1,0
2448,MYL12A,0
2449,FBLL1,0
2450,CD8A,0
2451,SMARCB1,0
2452,BAP1,0
2453,SLC30A8,0
2454,NQO1,0
2455,KLRF1,0
2456,ADCY8,0
2457,CYP2A13,0
2458,TSNAX,0
2459,LHCGR,0
2460,MAPKAPK2,0
2461,PLEK,0
2462,ADGRB1,0
2463,COG6,0
2464,PHF5A,0
2465,MED24,0
2466,H0Y980_HUMAN,0
2467,ANKRD9,0
2468,RAD17,0
2469,UBAP1,0
2470,STRAP,0
2471,SLC4A1AP,0
2472,ZNF24,0
2473,VASN,0
2474,CCNK,0
2475,PAFAH1B1,0
2476,MYMK,0
2477,RORB,0
2478,LGALS9,0
2479,ATP11C,0
2480,GTPBP8,0
2481,MTX3,0
2482,PRAME,0
2483,ABI3BP,0
2484,SIN3A,0
2485,USP39,0
2486,ATP4A,0
2487,VAV2,0
2488,CRHR1-2,0
2489,TBL2,0
2490,EPS8L1,0
2491,ADM2,0
2492,EML4,0
2493,IVL,0
2494,C19orf54,0
2495,JCHAIN,0
2496,ATG4D,0
2497,EPC1,0
2498,CERS5,0
2499,STXBP3,0
2500,SEC24C,0
2501,POU2F1,0
2502,CHMP2B,0
2503,STRN3,0
2504,UTP25,0
2505,AHNAK,0
2506,CSTF1,0
2507,HNRNPA1,0
2508,KRTCAP2,0
2509,PDXDC1,0
2510,LTB4R2,0
2511,MYADM,0
2512,PELO,0
2513,ZC3H6,0
2514,LLGL1,0
2515,PRODH2,0
2516,KIF20A,0
2517,TIRAP,0
2518,LOC112694756,0
2519,DDX11,0
2520,MCM5,0
2521,PRPF6,0
2522,HDGF,0
2523,PBX3,0
2524,ADGRE5,0
2525,SPR,0
2526,AATF,0
2527,PANK2,0
2528,LMBRD1,0
2529,ADAMTS4,0
2530,RBM14,0
2531,SSR4,0
2532,HSF1,0
2533,NUDT5,0
2534,ZSWIM8,0
2535,TNFSF11,0
2536,TRMT6,0
2537,UNC93B1,0
2538,EPC2,0
2539,INTS13,0
2540,ERMARD,0
2541,MICA,0
2542,VDAC3,0
2543,NADSYN1,0
2544,STRN,0
2545,RGR,0
2546,MAPK6,0
2547,SEC61A2,0
2548,PFDN4,0
2549,RPS18,0
2550,STX6,0
2551,PKD2L1,0
2552,CPA4,0
2553,H0YIJ7_HUMAN,0
2554,ACSS3,0
2555,WDR63,0
2556,ZNF579,0
2557,CARS1,0
2558,NPTN,0
2559,CLEC4A,0
2560,MYOC,0
2561,HAP1,0
2562,EHD4,0
2563,SCARB1,0
2564,RELT,0
2565,MAPKAPK5,0
2566,RLIM,0
2567,MAPK1,0
2568,CATSPERE,0
2569,ZNF416,0
2570,UGT2B11,0
2571,DNAJB6,0
2572,PTGER2,0
2573,HARS1,0
2574,TXNRD3,0
2575,DOCK1,0
2576,H4C12,0
2577,NIP7,0
2578,ERMAP,0
2579,KIAA0319L,0
2580,CDO1,0
2581,P4HB,0
2582,RLBP1,0
2583,SGK1,0
2584,CYP26C1,0
2585,RSL1D1,0
2586,RHOG,0
2587,MIS12,0
2588,TEX10,0
2589,DDX3Y,0
2590,ALOX5,0
2591,SHLD1,0
2592,DLX5,0
2593,TNFRSF13B,0
2594,TRIB1,0
2595,LARP7,0
2596,FHL2,0
2597,RBMX,0
2598,RFESD,0
2599,NUDCD1,0
2600,UFD1,0
2601,DDX49,0
2602,F2R,0
2603,TNFRSF11B,0
2604,NEK10,0
2605,SHC3,0
2606,ATP6V1F,0
2607,KCNJ13,0
2608,GLP1R,0
2609,PSMA2,0
2610,STATH,0
2611,ZC3H4,0
2612,CIT,0
2613,DAOA,0
2614,EXOSC3,0
2615,ENSP00000480571,0
2616,FTSJ1,0
2617,NDUFS5,0
2618,SLC9A1,0
2619,GNA14,0
2620,GPX3,0
2621,NGDN,0
2622,HHEX,0
2623,MAP1A,0
2624,MOB4,0
2625,DNAJC18,0
2626,ALDH16A1,0
2627,CPT2,0
2628,GHSR,0
2629,AIRE,0
2630,CENPE,0
2631,ARPC1A,0
2632,ZNF664,0
2633,DST,0
2634,PIK3AP1,0
2635,ARID1A,0
2636,NOG,0
2637,NEB,0
2638,RSPH4A,0
2639,SQSTM1,0
2640,TATDN2,0
2641,MTFR2,0
2642,RELB,0
2643,CDH11,0
2644,AKR1C4,0
2645,GNG3,0
2646,ZPBP,0
2647,FBXO5,0
2648,ATL3,0
2649,GPR143,0
2650,SAR1B,0
2651,ATP6V1G3,0
2652,CSNK1A1,0
2653,FHL5,0
2654,GNG11,0
2655,EPCAM,0
2656,CD163,0
2657,SLC27A5,0
2658,WDR70,0
2659,PIK3R4,0
2660,PRPF40B,0
2661,CXCL11,0
2662,IFNA14,0
2663,PRKCE,0
2664,ZC3H8,0
2665,ETFA,0
2666,GADL1,0
2667,FBXW2,0
2668,KNL1,0
2669,C12orf65,0
2670,NR0B2,0
2671,ORM1,0
2672,SEC13,0
2673,ABCB6,0
2674,ACBD5,0
2675,CD274,0
2676,COL9A2,0
2677,IRF2,0
